       20.948938	       71.435536	       1.3329999	       2.0000000	       2.2300000	       5.2363290	       1.7779541	      -3.9603143	     -0.95053719	       4.2857918
       20.989233	       71.434269	       1.3329999	       2.0000000	       2.2300000	       5.2482190	       1.7919230	      -3.9724672	     -0.96296224	       4.2852568
       21.029564	       71.433002	       1.3329999	       2.0000000	       2.2200000	       5.2599753	       1.8058308	      -3.9845619	     -0.97525432	       4.2847209
       21.069935	       71.431736	       1.0000000	       2.0000000	       2.2200000	       5.2716002	       1.8196797	      -3.9966094	     -0.98741613	       4.2841841
       21.110340	       71.430469	       1.0000000	       2.0000000	       2.2300000	       5.2830947	       1.8334737	      -4.0086102	     -0.99944850	       4.2836462
       21.150784	       71.429202	       1.0000000	       2.0000000	       2.2600000	       5.2944580	       1.8472106	      -4.0205631	      -1.0113506	       4.2831074
       21.191261	       71.427936	       1.0000000	       2.0000000	       2.2600000	       5.3056903	       1.8608928	      -4.0324650	      -1.0231227	       4.2825676
       21.231773	       71.426669	       1.0000000	       2.0000000	       2.2000000	       5.3167928	       1.8745219	      -4.0443220	      -1.0347660	       4.2820268
       21.272320	       71.425402	       1.0000000	       2.0000000	       2.2000000	       5.3277676	       1.8880981	      -4.0561266	      -1.0462826	       4.2814850
       21.312901	       71.424135	       1.0000000	       2.0000000	       2.2300000	       5.3386170	       1.9016215	      -4.0678878	      -1.0576746	       4.2809423
       21.353512	       71.422869	       1.0000000	       2.0000000	       2.2300000	       5.3493382	       1.9150940	      -4.0795999	      -1.0689395	       4.2803987
       21.394157	       71.421602	       1.0000000	       2.0000000	       2.2300000	       5.3599293	       1.9285177	      -4.0912628	      -1.0800752	       4.2798540
       21.434832	       71.420335	       1.0000000	       2.0000000	       2.2400000	       5.3703924	       1.9418945	      -4.1028800	      -1.0910841	       4.2793083
       21.475536	       71.419068	       1.0000000	       2.0000000	       2.2400000	       5.3807277	       1.9552206	      -4.1144500	      -1.1019659	       4.2787618
